"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.269747208E1,1.612500072E0,-4.672500229E1,1.245000076E1,4.838210945E1
2.270747208E1,1.687500119E0,-4.650000000E1,1.245000076E1,4.816741820E1
2.271747208E1,1.650000095E0,-4.644375229E1,1.235625076E1,4.808764457E1
2.272747208E1,1.556250095E0,-4.666875076E1,1.230000019E1,4.828751616E1
2.273747208E1,1.443750024E0,-4.687500000E1,1.231875038E1,4.848815990E1
2.274747208E1,1.462500095E0,-4.689375305E1,1.245000076E1,4.854034920E1
2.275747208E1,1.593750119E0,-4.708125305E1,1.198125076E1,4.860797052E1
2.276747208E1,2.193750143E0,-4.655625153E1,1.164375019E1,4.804033737E1
2.277747208E1,2.137500048E0,-4.672500229E1,1.175625038E1,4.822866542E1
2.278747208E1,2.156250000E0,-4.683750153E1,1.179375076E1,4.834763200E1
2.279747208E1,1.950000048E0,-4.696875000E1,1.168125057E1,4.843880254E1
2.280747208E1,2.100000143E0,-4.680000305E1,1.168125057E1,4.828148611E1
2.281747208E1,2.081250191E0,-4.666875076E1,1.160625076E1,4.813531923E1
2.282747208E1,2.118750095E0,-4.650000000E1,1.145625019E1,4.793730041E1
2.283747208E1,2.156250000E0,-4.640625000E1,1.153125000E1,4.786605457E1
2.284747208E1,2.006250143E0,-4.653750229E1,1.145625019E1,4.796884226E1
2.285747208E1,2.025000095E0,-4.638750076E1,1.151250076E1,4.783762668E1
2.286747208E1,2.081250191E0,-4.633125305E1,1.128750038E1,4.773179524E1
2.287747208E1,2.418750048E0,-4.623750305E1,1.160625076E1,4.773323891E1
2.288747208E1,2.531250000E0,-4.627500153E1,1.155000019E1,4.776175769E1
2.289747208E1,2.756250143E0,-4.621875000E1,1.185000038E1,4.779322416E1
2.290747208E1,2.925000191E0,-4.623750305E1,1.211250019E1,4.788710657E1
2.291747208E1,3.112500191E0,-4.638750076E1,1.235625076E1,4.810576699E1
2.292747208E1,3.375000238E0,-4.631250000E1,1.258125019E1,4.810952233E1
2.293747208E1,3.562500238E0,-4.627500153E1,1.269375038E1,4.811650936E1
2.294747208E1,3.806250095E0,-4.608750153E1,1.316250038E1,4.808114758E1
2.295747208E1,3.750000238E0,-4.618125153E1,1.320000076E1,4.817686701E1
2.296747208E1,4.087500095E0,-4.606875229E1,1.350000095E1,4.817974284E1
2.297747208E1,4.162500381E0,-4.614375305E1,1.333125019E1,4.821093846E1
2.298747208E1,4.575000286E0,-4.601250076E1,1.368750095E1,4.822269732E1
2.299747208E1,4.781250000E0,-4.576875305E1,1.365000057E1,4.799960024E1
2.300747208E1,5.212500095E0,-4.561875153E1,1.374375057E1,4.792839793E1
2.301747208E1,5.831250191E0,-4.546875000E1,1.404375076E1,4.794410955E1
2.302747208E1,6.075000286E0,-4.556250000E1,1.400625038E1,4.805228490E1
2.303747208E1,6.487500191E0,-4.535625076E1,1.402500057E1,4.791636237E1
2.304747208E1,6.600000381E0,-4.526250076E1,1.402500057E1,4.784302061E1
2.305747208E1,6.768750191E0,-4.522500229E1,1.417500019E1,4.787533229E1
2.306747208E1,6.543750286E0,-4.541250229E1,1.381875038E1,4.791736527E1
2.307747208E1,6.787500381E0,-4.543125153E1,1.387500095E1,4.798525219E1
2.308747208E1,6.993750095E0,-4.531875229E1,1.366875076E1,4.784910236E1
2.309747208E1,6.843750477E0,-4.554375076E1,1.342500019E1,4.797187493E1
2.310747208E1,6.862500191E0,-4.567500305E1,1.357500076E1,4.814125526E1
2.311747208E1,6.975000381E0,-4.573125076E1,1.378125095E1,4.826925320E1
2.312747208E1,7.143750191E0,-4.578750229E1,1.381875038E1,4.835789899E1
2.313747208E1,7.631250381E0,-4.569375229E1,1.413750076E1,4.843577096E1
2.314747208E1,8.156250000E0,-4.545000076E1,1.434375095E1,4.835256120E1
2.315747208E1,8.437500000E0,-4.543125153E1,1.449375057E1,4.842787242E1
2.316747208E1,8.531250000E0,-4.541250229E1,1.449375057E1,4.842671160E1
2.317747208E1,8.868750572E0,-4.503750229E1,1.458750057E1,4.816457746E1
2.318747208E1,9.056250572E0,-4.494375229E1,1.462500095E1,4.812325007E1
2.319747208E1,9.393750191E0,-4.494375229E1,1.466250038E1,4.819929802E1
2.320747208E1,9.618750572E0,-4.496250153E1,1.475625038E1,4.828968659E1
2.321747208E1,9.506250381E0,-4.505625153E1,1.436250019E1,4.823604471E1
2.322747208E1,9.675000191E0,-4.518750000E1,1.447500038E1,4.842562773E1
2.323747208E1,9.937500000E0,-4.518750000E1,1.445625019E1,4.847315991E1
2.324747208E1,1.014375019E1,-4.518750000E1,1.458750057E1,4.855513358E1
2.325747208E1,1.027500057E1,-4.533750153E1,1.462500095E1,4.873351346E1
2.326747208E1,1.072500038E1,-4.507500076E1,1.449375057E1,4.854740088E1
2.327747208E1,1.085625076E1,-4.507500076E1,1.438125038E1,4.854311730E1
2.328747208E1,1.111875057E1,-4.488750076E1,1.455000019E1,4.847903510E1
2.329747208E1,1.166250038E1,-4.470000076E1,1.470000076E1,4.847879955E1
2.330747208E1,1.177500057E1,-4.460625076E1,1.455000019E1,4.837427778E1
2.331747208E1,1.200000000E1,-4.456875229E1,1.436250019E1,4.833896040E1
2.332747208E1,1.231875038E1,-4.453125000E1,1.441875076E1,4.840128316E1
2.333747208E1,1.246875095E1,-4.456875229E1,1.443750095E1,4.847973664E1
2.334747208E1,1.258125019E1,-4.460625076E1,1.473750019E1,4.863331549E1
2.335747208E1,1.282500076E1,-4.449375153E1,1.496250057E1,4.866262419E1
2.336747208E1,1.303125095E1,-4.458750153E1,1.473750019E1,4.873451247E1
2.337747208E1,1.316250038E1,-4.456875229E1,1.473750019E1,4.875263079E1
2.338747208E1,1.342500019E1,-4.449375153E1,1.481250095E1,4.877842494E1
2.339747208E1,1.351875019E1,-4.436250305E1,1.500000095E1,4.874205897E1
2.340747208E1,1.383750057E1,-4.421250153E1,1.515000057E1,4.874160677E1
2.341747208E1,1.443750095E1,-4.391250229E1,1.530000019E1,4.869126510E1
2.342747208E1,1.456875038E1,-4.383750153E1,1.490625095E1,4.854040940E1
2.343747208E1,1.458750057E1,-4.381875229E1,1.464375019E1,4.844912429E1
2.344747208E1,1.481250095E1,-4.355625153E1,1.462500095E1,4.827471268E1
2.345747208E1,1.509375095E1,-4.346250153E1,1.455000019E1,4.825466674E1
2.346747208E1,1.522500038E1,-4.329375076E1,1.458750057E1,4.815542197E1
2.347747208E1,1.565625095E1,-4.320000076E1,1.440000057E1,4.815307131E1
2.348747208E1,1.582500076E1,-4.308750153E1,1.417500019E1,4.804054608E1
2.349747208E1,1.591875076E1,-4.318125153E1,1.423125076E1,4.817214556E1
2.350747208E1,1.631250000E1,-4.303125000E1,1.434375095E1,4.820300120E1
2.351747208E1,1.691250038E1,-4.278750229E1,1.410000038E1,4.812081703E1
2.352747208E1,1.725000000E1,-4.282500076E1,1.413750076E1,4.828469859E1
2.353747208E1,1.732500076E1,-4.280625153E1,1.402500057E1,4.826211208E1
2.354747208E1,1.760625076E1,-4.280625153E1,1.402500057E1,4.836378683E1
2.355747208E1,1.760625076E1,-4.265625000E1,1.395000076E1,4.820931706E1
2.356747208E1,1.749375153E1,-4.280625153E1,1.396875095E1,4.830665084E1
2.357747208E1,1.732500076E1,-4.286250305E1,1.378125095E1,4.824181482E1
2.358747208E1,1.726875114E1,-4.301250076E1,1.363125038E1,4.831248260E1
2.359747208E1,1.715625000E1,-4.306875229E1,1.391250038E1,4.840260328E1
2.360747208E1,1.711875153E1,-4.297500229E1,1.385625076E1,4.828973142E1
2.361747208E1,1.747500038E1,-4.271250153E1,1.396875095E1,4.821679612E1
2.362747208E1,1.771875000E1,-4.258125305E1,1.370625019E1,4.811422354E1
2.363747208E1,1.800000000E1,-4.263750076E1,1.363125038E1,4.824694248E1
2.364747208E1,1.850625038E1,-4.263750076E1,1.361250019E1,4.843281879E1
2.365747208E1,1.903125000E1,-4.239375305E1,1.355625057E1,4.840651510E1
2.366747208E1,1.933125114E1,-4.209375000E1,1.342500019E1,4.822666990E1
2.367747208E1,1.944375038E1,-4.203750229E1,1.333125019E1,4.819681794E1
2.368747208E1,1.946250153E1,-4.201875305E1,1.325625038E1,4.816734109E1
2.369747208E1,1.938750076E1,-4.215000153E1,1.310625076E1,4.821070030E1
2.370747208E1,1.929375076E1,-4.226250076E1,1.308750057E1,4.826645274E1
2.371747208E1,1.921875000E1,-4.230000305E1,1.316250038E1,4.828977144E1
2.372747208E1,1.916250038E1,-4.215000153E1,1.293750095E1,4.807497250E1
2.373747208E1,1.910625076E1,-4.233750153E1,1.263750076E1,4.813750387E1
2.374747208E1,1.916250038E1,-4.241250229E1,1.284375095E1,4.828026211E1
2.375747208E1,1.948125076E1,-4.241250229E1,1.269375038E1,4.836807605E1
2.376747208E1,1.991250038E1,-4.222500229E1,1.260000038E1,4.835512899E1
2.377747208E1,2.021250153E1,-4.211250305E1,1.260000038E1,4.838148552E1
2.378747208E1,2.055000114E1,-4.198125076E1,1.245000076E1,4.837076061E1
2.379747208E1,2.068125153E1,-4.196250153E1,1.237500095E1,4.839118047E1
2.380747208E1,2.086875153E1,-4.188750076E1,1.241250038E1,4.841629556E1
2.381747208E1,2.113125038E1,-4.168125153E1,1.261875057E1,4.840546805E1
2.382747208E1,2.139375114E1,-4.155000305E1,1.254375076E1,4.838843896E1
2.383747208E1,2.141250038E1,-4.140000153E1,1.248750019E1,4.825342433E1
2.384747208E1,2.135625076E1,-4.145625305E1,1.239375019E1,4.825262073E1
2.385747208E1,2.146875000E1,-4.138125229E1,1.239375019E1,4.823816240E1
2.386747208E1,2.145000076E1,-4.143750000E1,1.231875038E1,4.825889089E1
2.387747208E1,2.154375076E1,-4.138125229E1,1.228125095E1,4.824282706E1
2.388747208E1,2.145000076E1,-4.132500076E1,1.218750095E1,4.812892478E1
2.389747208E1,2.139375114E1,-4.132500076E1,1.198125076E1,4.805204102E1
2.390747208E1,2.163750076E1,-4.128750229E1,1.192500019E1,4.811491363E1
2.391747208E1,2.169375038E1,-4.141875076E1,1.188750076E1,4.824359434E1
2.392747208E1,2.199375153E1,-4.138125229E1,1.173750019E1,4.831047565E1
2.393747208E1,2.191875076E1,-4.158750153E1,1.141875076E1,4.837705848E1
2.394747208E1,2.197500038E1,-4.149375153E1,1.141875076E1,4.832204390E1
2.395747208E1,2.212500000E1,-4.155000305E1,1.104375076E1,4.835165777E1
2.396747208E1,2.235000038E1,-4.155000305E1,1.093125057E1,4.842951073E1
2.397747208E1,2.280000114E1,-4.126875305E1,1.089375019E1,4.839032779E1
2.398747208E1,2.270625114E1,-4.123125076E1,1.063125038E1,4.825570811E1
2.399747208E1,2.276250076E1,-4.111875153E1,1.061250019E1,4.818203325E1
2.400747208E1,2.248125076E1,-4.132500076E1,1.061250019E1,4.822641894E1
2.401747208E1,2.250000000E1,-4.121250153E1,1.074375057E1,4.816791939E1
2.402747208E1,2.242500114E1,-4.121250153E1,1.089375019E1,4.816663525E1
2.403747208E1,2.220000076E1,-4.106250000E1,1.110000038E1,4.798102696E1
2.404747208E1,2.206875038E1,-4.110000229E1,1.141875076E1,4.802736512E1
2.405747208E1,2.186250114E1,-4.125000000E1,1.160625076E1,4.810651217E1
2.406747208E1,2.178750038E1,-4.128750229E1,1.168125057E1,4.812280783E1
2.407747208E1,2.191875076E1,-4.119375229E1,1.171875000E1,4.811118336E1
2.408747208E1,2.193750000E1,-4.111875153E1,1.207500076E1,4.814365251E1
2.409747208E1,2.199375153E1,-4.108125305E1,1.213125038E1,4.815144540E1
2.410747208E1,2.199375153E1,-4.102500153E1,1.213125038E1,4.810346237E1
2.411747208E1,2.227500153E1,-4.104375076E1,1.260000038E1,4.836863839E1
2.412747208E1,2.235000038E1,-4.089375305E1,1.239375019E1,4.822267723E1
2.413747208E1,2.231250000E1,-4.085625076E1,1.243125057E1,4.818315965E1
2.414747208E1,2.229375076E1,-4.083750153E1,1.275000095E1,4.824184261E1
2.415747208E1,2.210625076E1,-4.087500000E1,1.301250076E1,4.825740486E1
2.416747208E1,2.212500000E1,-4.076250076E1,1.299375057E1,4.816569991E1
2.417747208E1,2.208750153E1,-4.072500229E1,1.320000076E1,4.817285081E1
2.418747208E1,2.208750153E1,-4.074375153E1,1.316250038E1,4.817844361E1
2.419747208E1,2.191875076E1,-4.074375153E1,1.305000019E1,4.807065038E1
2.420747208E1,2.188125038E1,-4.078125000E1,1.314375019E1,4.811088898E1
2.421747208E1,2.173125076E1,-4.076250076E1,1.305000019E1,4.800136699E1
2.422747208E1,2.156250000E1,-4.087500000E1,1.276875019E1,4.794526059E1
2.423747208E1,2.156250000E1,-4.093125153E1,1.246875095E1,4.791428292E1
2.424747208E1,2.158125114E1,-4.102500153E1,1.235625076E1,4.797372285E1
2.425747208E1,2.154375076E1,-4.100625229E1,1.213125038E1,4.788332862E1
2.426747208E1,2.152500153E1,-4.106250000E1,1.228125095E1,4.796127315E1
2.427747208E1,2.146875000E1,-4.106250000E1,1.194375038E1,4.785069807E1
2.428747208E1,2.152500153E1,-4.102500153E1,1.200000000E1,4.785787752E1
2.429747208E1,2.173125076E1,-4.091250229E1,1.192500019E1,4.783602965E1
2.430747208E1,2.188125038E1,-4.089375305E1,1.185000038E1,4.786972599E1
2.431747208E1,2.184375000E1,-4.095000076E1,1.185000038E1,4.790067312E1
2.432747208E1,2.186250114E1,-4.083750153E1,1.190625000E1,4.782707681E1
2.433747208E1,2.190000153E1,-4.083750153E1,1.207500076E1,4.788650375E1
2.434747208E1,2.210625076E1,-4.087500000E1,1.213125038E1,4.802727541E1
2.435747208E1,2.210625076E1,-4.081875229E1,1.233750057E1,4.803197666E1
2.436747208E1,2.210625076E1,-4.089375305E1,1.215000057E1,4.804797473E1
2.437747208E1,2.190000153E1,-4.102500153E1,1.218750095E1,4.807489986E1
2.438747208E1,2.173125076E1,-4.106250000E1,1.239375019E1,4.808306573E1
2.439747208E1,2.180625153E1,-4.098750305E1,1.258125019E1,4.810172417E1
2.440747208E1,2.180625153E1,-4.098750305E1,1.235625076E1,4.804336525E1
2.441747208E1,2.167500114E1,-4.098750305E1,1.233750057E1,4.797911005E1
2.442747208E1,2.158125114E1,-4.089375305E1,1.231875038E1,4.785186570E1
2.443747208E1,2.145000076E1,-4.102500153E1,1.254375076E1,4.796351703E1
2.444747208E1,2.156250000E1,-4.098750305E1,1.280625057E1,4.805119006E1
2.445747208E1,2.150625038E1,-4.110000229E1,1.282500076E1,4.812701568E1
2.446747208E1,2.156250000E1,-4.113750076E1,1.297500038E1,4.822433006E1
2.447747208E1,2.133750153E1,-4.130625153E1,1.293750095E1,4.825841188E1
2.448747208E1,2.128125000E1,-4.138125229E1,1.297500038E1,4.830786973E1
2.449747208E1,2.143125153E1,-4.140000153E1,1.308750057E1,4.842046406E1
2.450747208E1,2.141250038E1,-4.141875076E1,1.293750095E1,4.838788090E1
2.451747208E1,2.160000038E1,-4.134375000E1,1.286250019E1,4.838708083E1
2.452747208E1,2.131875038E1,-4.143750000E1,1.260000038E1,4.827334185E1
2.453747208E1,2.139375114E1,-4.136250305E1,1.256250095E1,4.823241314E1
2.454747208E1,2.156250000E1,-4.110000229E1,1.228125095E1,4.801021474E1
2.455747208E1,2.176875114E1,-4.091250229E1,1.222500038E1,4.792871795E1
2.456747208E1,2.154375076E1,-4.093125153E1,1.235625076E1,4.787669038E1
2.457747208E1,2.152500153E1,-4.089375305E1,1.200000000E1,4.774541579E1
2.458747208E1,2.146875000E1,-4.089375305E1,1.192500019E1,4.770127771E1
2.459747208E1,2.154375076E1,-4.081875229E1,1.175625038E1,4.762891095E1
2.460747208E1,2.156250000E1,-4.083750153E1,1.200000000E1,4.771417962E1
2.461747208E1,2.160000038E1,-4.093125153E1,1.201875019E1,4.781608227E1
2.462747208E1,2.143125153E1,-4.117500305E1,1.216875076E1,4.798705985E1
2.463747208E1,2.131875038E1,-4.132500076E1,1.226250076E1,4.808964266E1
2.464747208E1,2.150625038E1,-4.128750229E1,1.209375095E1,4.809818565E1
2.465747208E1,2.152500153E1,-4.147500229E1,1.220625019E1,4.829590096E1
2.466747208E1,2.160000038E1,-4.138125229E1,1.233750057E1,4.828231537E1
2.467747208E1,2.135625076E1,-4.156875229E1,1.248750019E1,4.837342529E1
2.468747208E1,2.143125153E1,-4.151250076E1,1.230000019E1,4.831020872E1
2.469747208E1,2.130000114E1,-4.164375305E1,1.230000019E1,4.836509301E1
2.470747208E1,2.122500038E1,-4.158750153E1,1.233750057E1,4.829321738E1
2.471747208E1,2.122500038E1,-4.158750153E1,1.233750057E1,4.829321738E1
2.472747208E1,2.113125038E1,-4.168125153E1,1.248750019E1,4.837141855E1
2.473747208E1,2.124375153E1,-4.147500229E1,1.250625038E1,4.824809937E1
2.474747208E1,2.115000153E1,-4.162500000E1,1.246875095E1,4.832631726E1
2.475747208E1,2.115000153E1,-4.166250229E1,1.241250038E1,4.834414988E1
2.476747208E1,2.130000114E1,-4.151250076E1,1.233750057E1,4.826170002E1
2.477747208E1,2.137500000E1,-4.134375000E1,1.245000076E1,4.817882116E1
2.478747208E1,2.150625038E1,-4.125000000E1,1.231875038E1,4.812310169E1
2.479747208E1,2.156250000E1,-4.113750076E1,1.224375057E1,4.803274720E1
2.480747208E1,2.176875114E1,-4.087500000E1,1.222500038E1,4.789670955E1
2.481747208E1,2.167500114E1,-4.089375305E1,1.233750057E1,4.789904627E1
2.482747208E1,2.171250153E1,-4.080000305E1,1.224375057E1,4.781194829E1
2.483747208E1,2.186250114E1,-4.072500229E1,1.228125095E1,4.782597508E1
2.484747208E1,2.163750076E1,-4.076250076E1,1.250625038E1,4.781390181E1
2.485747208E1,2.148750114E1,-4.083750153E1,1.235625076E1,4.777123789E1
2.486747208E1,2.160000038E1,-4.072500229E1,1.246875095E1,4.775516284E1
2.487747208E1,2.143125153E1,-4.083750153E1,1.256250095E1,4.779975422E1
2.488747208E1,2.137500000E1,-4.068750000E1,1.243125057E1,4.761196564E1
2.489747208E1,2.109375000E1,-4.083750153E1,1.245000076E1,4.761985236E1
2.490747208E1,2.115000153E1,-4.089375305E1,1.256250095E1,4.772251076E1
2.491747208E1,2.100000000E1,-4.093125153E1,1.250625038E1,4.767361587E1
2.492747208E1,2.116875076E1,-4.125000000E1,1.237500095E1,4.798769798E1
2.493747208E1,2.133750153E1,-4.136250305E1,1.252500057E1,4.819773096E1
2.494747208E1,2.118750000E1,-4.168125153E1,1.267500019E1,4.844473671E1
2.495747208E1,2.135625076E1,-4.160625076E1,1.284375095E1,4.849877821E1
2.496747208E1,2.118750000E1,-4.201875305E1,1.288125038E1,4.878946993E1
2.497747208E1,2.126250076E1,-4.196250153E1,1.286250019E1,4.876873367E1
2.498747208E1,2.116875076E1,-4.207500076E1,1.316250038E1,4.890473509E1
2.499747208E1,2.122500038E1,-4.213125229E1,1.331250095E1,4.901801447E1
2.500747208E1,2.105625153E1,-4.190625000E1,1.357500076E1,4.882397119E1
2.501747208E1,2.083125114E1,-4.190625000E1,1.378125095E1,4.878522001E1
2.502747208E1,2.058750153E1,-4.188750076E1,1.353750038E1,4.859703546E1
2.503747208E1,2.062500000E1,-4.171875000E1,1.335000038E1,4.841556812E1
2.504747208E1,2.056875038E1,-4.156875229E1,1.361250019E1,4.833564751E1
2.505747208E1,2.045625114E1,-4.153125000E1,1.372500038E1,4.828745772E1
2.506747208E1,2.036250114E1,-4.160625076E1,1.366875076E1,4.829644193E1
2.507747208E1,2.019375038E1,-4.153125000E1,1.357500076E1,4.813432171E1
2.508747208E1,2.017500114E1,-4.151250076E1,1.340625095E1,4.806293744E1
2.509747208E1,2.010000038E1,-4.141875076E1,1.312500095E1,4.787262872E1
2.510747208E1,2.015625000E1,-4.130625153E1,1.314375019E1,4.780417344E1
2.511747208E1,1.995000076E1,-4.162500000E1,1.314375019E1,4.799376339E1
2.512747208E1,2.006250000E1,-4.173750305E1,1.303125095E1,4.810755210E1
2.513747208E1,2.019375038E1,-4.181250000E1,1.316250038E1,4.826307208E1
2.514747208E1,2.025000000E1,-4.164375305E1,1.291875076E1,4.807451289E1
2.515747208E1,2.030625153E1,-4.160625076E1,1.301250076E1,4.809105041E1
2.516747208E1,2.017500114E1,-4.164375305E1,1.301250076E1,4.806826412E1
2.517747208E1,2.015625000E1,-4.168125153E1,1.291875076E1,4.806761138E1
2.518747208E1,2.019375038E1,-4.177500153E1,1.299375057E1,4.818480944E1
2.519747208E1,2.006250000E1,-4.177500153E1,1.310625076E1,4.816044505E1
2.520747208E1,1.981875038E1,-4.175625229E1,1.290000057E1,4.798726380E1
2.521747208E1,1.980000114E1,-4.166250229E1,1.269375038E1,4.784282016E1
2.522747208E1,1.974375153E1,-4.168125153E1,1.278750038E1,4.786086730E1
2.523747208E1,1.970625114E1,-4.170000076E1,1.276875019E1,4.785673808E1
2.524747208E1,1.985625076E1,-4.156875229E1,1.276875019E1,4.780452743E1
2.525747208E1,1.980000114E1,-4.164375305E1,1.297500038E1,4.790190861E1
2.526747208E1,1.961250114E1,-4.166250229E1,1.293750095E1,4.783088154E1
2.527747208E1,1.978125000E1,-4.155000305E1,1.275000095E1,4.775210079E1
2.528747208E1,1.980000114E1,-4.156875229E1,1.297500038E1,4.783672070E1
2.529747208E1,1.974375153E1,-4.171875000E1,1.320000076E1,4.800531060E1
2.530747208E1,1.961250114E1,-4.166250229E1,1.303125095E1,4.785632455E1
2.531747208E1,1.955625153E1,-4.171875000E1,1.308750057E1,4.789763821E1
2.532747208E1,1.944375038E1,-4.181250000E1,1.316250038E1,4.795410307E1
2.533747208E1,1.935000038E1,-4.179375076E1,1.312500095E1,4.788951626E1
2.534747208E1,1.953750038E1,-4.171875000E1,1.321875095E1,4.792602007E1
2.535747208E1,1.935000038E1,-4.179375076E1,1.336875057E1,4.795689324E1
2.536747208E1,1.936875153E1,-4.170000076E1,1.336875057E1,4.788279536E1
2.537747208E1,1.921875000E1,-4.170000076E1,1.321875095E1,4.778060058E1
2.538747208E1,1.914375114E1,-4.188750076E1,1.346250057E1,4.798213052E1
2.539747208E1,1.873125076E1,-4.213125229E1,1.357500076E1,4.806436123E1
2.540747208E1,1.860000038E1,-4.211250305E1,1.368750095E1,4.802885185E1
2.541747208E1,1.878750038E1,-4.198125076E1,1.381875038E1,4.802450883E1
2.542747208E1,1.878750038E1,-4.211250305E1,1.383750057E1,4.814467266E1
2.543747208E1,1.861875153E1,-4.230000305E1,1.389375019E1,4.825955305E1
2.544747208E1,1.858125114E1,-4.243125153E1,1.400625038E1,4.839265492E1
2.545747208E1,1.867500114E1,-4.215000153E1,1.398750019E1,4.817705323E1
2.546747208E1,1.871250153E1,-4.213125229E1,1.415625095E1,4.822447070E1
2.547747208E1,1.908750153E1,-4.181250000E1,1.411875057E1,4.808281386E1
2.548747208E1,1.893750000E1,-4.194375229E1,1.423125076E1,4.817090160E1
2.549747208E1,1.863750076E1,-4.205625153E1,1.404375076E1,4.809689868E1
2.550747208E1,1.820625114E1,-4.213125229E1,1.417500019E1,4.803582653E1
2.551747208E1,1.816875076E1,-4.198125076E1,1.410000038E1,4.786793217E1
2.552747208E1,1.792500114E1,-4.205625153E1,1.396875095E1,4.780334676E1
2.553747208E1,1.755000114E1,-4.243125153E1,1.400625038E1,4.800613186E1
2.554747208E1,1.749375153E1,-4.245000076E1,1.391250038E1,4.797490567E1
2.555747208E1,1.728750038E1,-4.260000229E1,1.380000019E1,4.800060281E1
2.556747208E1,1.749375153E1,-4.237500000E1,1.361250019E1,4.782229740E1
2.557747208E1,1.766250038E1,-4.220625305E1,1.372500038E1,4.776722047E1
2.558747208E1,1.770000076E1,-4.216875076E1,1.350000095E1,4.768378753E1
2.559747208E1,1.796250153E1,-4.203750229E1,1.391250038E1,4.778452392E1
2.560747208E1,1.796250153E1,-4.198125076E1,1.406250095E1,4.777897874E1
2.561747208E1,1.813125038E1,-4.192500305E1,1.421250057E1,4.783767651E1
2.562747208E1,1.794375038E1,-4.205625153E1,1.426875019E1,4.789889041E1
2.563747208E1,1.811250114E1,-4.196250153E1,1.460625076E1,4.798183816E1
2.564747208E1,1.775625038E1,-4.231875229E1,1.477500057E1,4.821267328E1
2.565747208E1,1.749375153E1,-4.250625229E1,1.490625095E1,4.832193232E1
2.566747208E1,1.736250114E1,-4.248750305E1,1.501875019E1,4.829293135E1
2.567747208E1,1.713750076E1,-4.263750076E1,1.490625095E1,4.830990293E1
2.568747208E1,1.702500153E1,-4.263750076E1,1.492500019E1,4.827590267E1
2.569747208E1,1.680000114E1,-4.256250000E1,1.485000038E1,4.810747297E1
2.570747208E1,1.689375114E1,-4.233750153E1,1.494375038E1,4.797060077E1
2.571747208E1,1.653750038E1,-4.241250229E1,1.486875057E1,4.788934133E1
2.572747208E1,1.659375000E1,-4.224375153E1,1.475625038E1,4.772456398E1
2.573747208E1,1.670625114E1,-4.207500076E1,1.475625038E1,4.761461374E1
2.574747208E1,1.665000153E1,-4.205625153E1,1.492500019E1,4.763094030E1
2.575747208E1,1.635000038E1,-4.228125000E1,1.503750038E1,4.776141782E1
2.576747208E1,1.631250000E1,-4.213125229E1,1.518750095E1,4.766340589E1
2.577747208E1,1.606875038E1,-4.231875229E1,1.528125095E1,4.777654409E1
2.578747208E1,1.593750095E1,-4.239375305E1,1.511250019E1,4.774538613E1
2.579747208E1,1.608750153E1,-4.224375153E1,1.528125095E1,4.771644244E1
2.580747208E1,1.599375057E1,-4.237500000E1,1.528125095E1,4.780122711E1
2.581747208E1,1.580625057E1,-4.267500305E1,1.552500057E1,4.808345958E1
2.582747208E1,1.582500076E1,-4.290000153E1,1.550625038E1,4.828337790E1
2.583747208E1,1.597500038E1,-4.263750076E1,1.535625076E1,4.805175903E1
2.584747208E1,1.614375114E1,-4.278750229E1,1.531875038E1,4.822919413E1
2.585747208E1,1.640625000E1,-4.278750229E1,1.546875095E1,4.836545924E1
2.586747208E1,1.638750076E1,-4.282500076E1,1.565625095E1,4.845254447E1
2.587747208E1,1.636875153E1,-4.295625305E1,1.535625076E1,4.846638155E1
2.588747208E1,1.650000000E1,-4.291875076E1,1.567500019E1,4.857957182E1
2.589747208E1,1.648125076E1,-4.288125229E1,1.543125057E1,4.846191204E1
2.590747208E1,1.672500038E1,-4.254375076E1,1.522500038E1,4.818191573E1
2.591747208E1,1.655625153E1,-4.269375229E1,1.518750095E1,4.824444149E1
2.592747208E1,1.657500076E1,-4.260000229E1,1.511250019E1,4.814435073E1
2.593747208E1,1.653750038E1,-4.258125305E1,1.477500057E1,4.800992264E1
2.594747208E1,1.655625153E1,-4.258125305E1,1.464375019E1,4.797616070E1
2.595747208E1,1.642500114E1,-4.263750076E1,1.485000038E1,4.804435081E1
2.596747208E1,1.623750114E1,-4.261875153E1,1.458750057E1,4.788329143E1
2.597747208E1,1.620000076E1,-4.260000229E1,1.470000076E1,4.788831008E1
2.598747208E1,1.608750153E1,-4.265625000E1,1.488750076E1,4.795832616E1
2.599747208E1,1.616250038E1,-4.254375076E1,1.486875057E1,4.787772855E1
2.600747208E1,1.597500038E1,-4.280625153E1,1.494375038E1,4.807173267E1
2.601747208E1,1.595625019E1,-4.278750229E1,1.520625019E1,4.813109512E1
2.602747208E1,1.569375038E1,-4.282500076E1,1.545000076E1,4.815575786E1
2.603747208E1,1.580625057E1,-4.280625153E1,1.537500095E1,4.815187827E1
2.604747208E1,1.569375038E1,-4.299375153E1,1.550625038E1,4.832390994E1
2.605747208E1,1.550625038E1,-4.316250229E1,1.550625038E1,4.841372952E1
2.606747208E1,1.530000019E1,-4.336875153E1,1.552500057E1,4.853827621E1
2.607747208E1,1.543125057E1,-4.331250000E1,1.565625095E1,4.857174430E1
2.608747208E1,1.539375019E1,-4.329375076E1,1.565625095E1,4.854312097E1
